02.15.2022 08:49:09.187,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
02.15.2022 08:49:17.163,47.76845,Redhead,Whitehair,33,Redhead ignores agent's greeting,-0.0400000005960464,0.00400000011920929,-0.0400000005960464,-0.0440000006556511,0.00440000013113022,-0.0440000006556511,NAN,
02.15.2022 08:49:18.183,48.78856,Redhead,Whitehair,15,Redhead begs agent for forgiveness,0.0224000019192696,-0.0262400010895729,0.0224000019192696,0.0246400021111965,-0.0288640011985302,0.0246400021111965,NAN,
02.15.2022 08:49:20.227,50.83271,Redhead,Whitehair,21,Redhead greets agent,0.0321760020457506,-0.0249776010449648,0.0271760019712448,0.0353936022503257,-0.0274753611494613,0.0298936021683693,NAN,
02.15.2022 08:49:22.274,52.87943,Redhead,Whitehair,28,Redhead ruffles agent's hair,0.0444558577390219,0.0257458534193083,0.0113008578573371,0.0489014435129241,0.0283204387612392,0.0124309436430708,NAN,
02.15.2022 08:49:25.342,55.94712,Redhead,Whitehair,17,Redhead expels agent from the room,-0.000337087270687444,0.0743665024820248,-0.0495885898749096,-0.000370795997756189,0.0818031527302272,-0.0545474488624006,NAN,
02.15.2022 08:49:26.364,56.96877,Redhead,Whitehair,32,Redhead declines the - offered by agent,-0.0403236043757055,0.0713918423384179,-0.0476050462503561,-0.044355964813276,0.0785310265722597,-0.0523655508753917,NAN,
02.15.2022 08:49:27.386,57.9912,Redhead,Whitehair,17,Redhead expels agent from the room,-0.09790419040121,0.127108334012087,-0.104748745746021,-0.107694609441331,0.139819167413296,-0.115223620320623,NAN,
02.15.2022 08:49:29.442,60.04745,Redhead,Whitehair,34,Redhead greets agent in response,-0.090905896907344,0.128528878170958,-0.0976642456002643,-0.0999964865980784,0.141381765988053,-0.107430670160291,NAN,
02.15.2022 08:49:30.465,61.07048,Redhead,Whitehair,29,Redhead slaps agent into the face,-0.118178721083848,0.145673012149448,-0.0947343181158315,-0.129996593192233,0.160240313364392,-0.104207749927415,NAN,
02.15.2022 08:49:31.492,62.0971,Redhead,Whitehair,28,Redhead ruffles agent's hair,-0.125815146775963,0.142759551863045,-0.106839631695479,-0.138396661453559,0.157035507049349,-0.117523594865027,NAN,
02.15.2022 08:49:32.516,63.1209,Redhead,Whitehair,34,Redhead greets agent in response,-0.114556995140444,0.140331956293339,-0.100771235288099,-0.126012694654488,0.154365151922673,-0.110848358816908,NAN,
02.15.2022 08:49:37.581,68.1863,Redhead,-,4,Redhead rips the - off the hanger,-0.181772624339624,0.205503631099942,-0.0927800764347148,-0.199949886773587,0.226053994209936,-0.102058084078186,NAN,
