05.06.2022 07:13:21.047,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
05.06.2022 07:13:22.244,6.741537,Whitehair,Whitehair,16,Whitehair chases agent,-0.0200000002980232,0.0279999999403954,-0.0200000002980232,-0.0220000003278256,0.0307999999344349,-0.0220000003278256,NAN,
05.06.2022 07:13:23.258,7.755657,Whitehair,Whitehair,17,Whitehair expels agent from the room,-0.0788000026166439,0.0863200022614002,-0.0788000026166439,-0.0866800028783083,0.0949520024875402,-0.0866800028783083,NAN,
05.06.2022 07:13:24.280,8.777708,Whitehair,Whitehair,33,Whitehair ignores agent's greeting,-0.115648003061056,0.0868672022387028,-0.115648003061056,-0.127212803367162,0.095553922462573,-0.127212803367162,NAN,
05.06.2022 07:13:25.308,9.805183,Whitehair,Whitehair,25,Whitehair makes a long nose at agent,-0.119491523087718,0.0839985301437669,-0.116491523072817,-0.13144067539649,0.0923983831581436,-0.128140675380099,NAN,
05.06.2022 07:13:26.332,10.82829,Whitehair,Whitehair,21,Whitehair greets agent,-0.108296607690024,0.0841585448596148,-0.110326607750225,-0.119126268459026,0.0925743993455763,-0.121359268525247,NAN,
05.06.2022 07:13:27.361,11.85842,Whitehair,Whitehair,21,Whitehair greets agent,-0.0972136414479748,0.0843169594282804,-0.104223341581777,-0.106935005592772,0.0927486553711084,-0.114645675739954,NAN,
05.06.2022 07:13:28.384,12.88129,Whitehair,Whitehair,23,Whitehair kicks agent from the back,-0.124297233280741,0.0967874511409647,-0.116096641806126,-0.136726956608815,0.106466196255061,-0.127706305986739,NAN,
05.06.2022 07:13:29.434,13.93162,Whitehair,Whitehair,34,Whitehair greets agent in response,-0.1130542607804,0.0948195765853303,-0.109935675296259,-0.12435968685844,0.104301534243863,-0.120929242825885,NAN,
05.06.2022 07:13:30.455,14.95278,Whitehair,Whitehair,32,Whitehair declines the - offered by agent,-0.148532090877845,0.0910267934654002,-0.105538248218882,-0.163385299965629,0.10012947281194,-0.11609207304077,NAN,
05.06.2022 07:13:31.482,15.97974,Whitehair,Whitehair,21,Whitehair greets agent,-0.137046769797922,0.0911165255469845,-0.099482865646461,-0.150751446777714,0.100228178101683,-0.109431152211107,NAN,
05.06.2022 07:13:32.495,16.9923,Whitehair,-,41,Whitehair ruffles his hair,-0.140676302154027,0.0952053603524431,-0.0984880369751723,-0.154743932369429,0.104725896387687,-0.10833684067269,NAN,
05.06.2022 07:13:33.542,18.03927,Whitehair,Whitehair,15,Whitehair begs agent for forgiveness,-0.0722357213052009,0.0594930373122163,-0.0325787521376624,-0.079459293435721,0.0654423410434379,-0.0358366273514286,NAN,
05.06.2022 07:13:34.576,19.07339,Whitehair,-,41,Whitehair ruffles his hair,-0.0765133641558908,0.0638981070047348,-0.0322529646114311,-0.0841647005714798,0.0702879177052083,-0.0354782610725742,NAN,
05.06.2022 07:13:35.612,20.10913,Whitehair,-,41,Whitehair ruffles his hair,-0.0807482305774363,0.0682591259996717,-0.0319304349605107,-0.0888230536351799,0.0750850385996389,-0.0351234784565618,NAN,
05.06.2022 07:13:36.656,21.15358,Whitehair,Whitehair,19,Whitehair shows fist to agent,-0.099325784040691,0.0812113527343568,-0.0459725224696778,-0.10925836244476,0.0893324880077924,-0.0505697747166456,NAN,
05.06.2022 07:13:37.688,22.1859,Whitehair,Whitehair,26,Whitehair pats agent on a shoulder,-0.097332526155681,0.075399239120406,-0.0475127972977352,-0.107065778771249,0.0829391630324466,-0.0522640770275088,NAN,
05.06.2022 07:13:38.722,23.21974,Whitehair,-,36,Whitehair enters the room,-0.097332526155681,0.075399239120406,-0.0475127972977352,-0.107065778771249,0.0829391630324466,-0.0522640770275088,NAN,
05.06.2022 07:13:39.752,24.24967,Whitehair,-,39,Whitehair leaves the room,-0.145492575069537,0.0708752845934158,-0.0446620293465918,-0.160041832576491,0.0779628130527574,-0.049128232281251,NAN,
05.06.2022 07:13:40.783,25.28027,Whitehair,-,36,Whitehair enters the room,-0.145492575069537,0.0708752845934158,-0.0446620293465918,-0.160041832576491,0.0779628130527574,-0.049128232281251,NAN,
05.06.2022 07:13:42.005,26.50201,Whitehair,-,6,Whitehair takes the -,-0.145492575069537,0.0708752845934158,-0.0446620293465918,-0.160041832576491,0.0779628130527574,-0.049128232281251,NAN,
05.06.2022 07:13:43.024,27.52104,Whitehair,Whitehair,34,Whitehair greets agent in response,-0.13403764914815,0.0691665317071181,-0.0392154089719649,-0.147441414062965,0.0760831848778299,-0.0431369498691614,NAN,
05.06.2022 07:13:44.054,28.55038,Whitehair,-,40,Whitehair gets out of the trash,-0.102335766690742,0.115708205121762,-0.0372546385233667,-0.112569343359817,0.127279025633938,-0.0409801023757033,NAN,
05.06.2022 07:13:45.075,29.57262,Whitehair,Whitehair,27,Whitehair points finger at agent,-0.10331240906819,0.115551123083105,-0.0368820921325816,-0.11364364997501,0.127106235391416,-0.0405703013458398,NAN,
05.06.2022 07:13:46.096,30.5935,Whitehair,Whitehair,23,Whitehair kicks agent from the back,-0.13021303786508,0.127084589848911,-0.0507756299206837,-0.143234341651588,0.139793048833802,-0.0558531929127521,NAN,
05.06.2022 07:13:47.136,31.63385,Whitehair,Whitehair,18,Whitehair fights agent,-0.173702385971826,0.170730360356465,-0.0482368484246496,-0.191072624569008,0.187803396392112,-0.0530605332671145,NAN,
05.06.2022 07:14:13.075,57.57259,Whitehair,mirror,52,Whitehair hits the mirror with the hammer makes it false,-0.1992802452604,0.190486539520117,-0.045342637404165,-0.21920826978644,0.209535193472129,-0.0498769011445815,NAN,
05.06.2022 07:15:21.411,125.9083,Whitehair,Whitehair,27,Whitehair points finger at agent,-0.199287442837706,0.189581674126334,-0.0448892110233667,-0.219216187121477,0.208539841538967,-0.0493781321257034,NAN,
05.06.2022 07:15:22.461,126.9584,Whitehair,-,3,Whitehair leaves - -,-0.199287442837706,0.189581674126334,-0.0448892110233667,-0.219216187121477,0.208539841538967,-0.0493781321257034,NAN,
05.06.2022 07:15:24.274,128.7716,Whitehair,Whitehair,29,Whitehair slaps agent into the face,-0.223308820507099,0.204894224153382,-0.0435425346391536,-0.245639702557808,0.22538364656872,-0.047896788103069,NAN,
05.06.2022 07:15:25.310,129.8072,Whitehair,Whitehair,32,Whitehair declines the - offered by agent,-0.254376468149759,0.19669845506512,-0.0418008332276341,-0.279814114964735,0.216368300571632,-0.0459809165503975,NAN,
05.06.2022 07:15:26.327,130.8247,Whitehair,Whitehair,26,Whitehair pats agent on a shoulder,-0.250832703400554,0.189731470410653,-0.0433828249487336,-0.275915973740609,0.208704617451718,-0.047721107443607,NAN,
05.06.2022 07:15:27.360,131.8573,Whitehair,Whitehair,15,Whitehair begs agent for forgiveness,-0.175782738214303,0.148347580541566,0.0192201470358089,-0.193361012035733,0.163182338595722,0.0211421617393898,NAN,
05.06.2022 07:15:28.388,132.8852,Whitehair,-,36,Whitehair enters the room,-0.175782738214303,0.148347580541566,0.0192201470358089,-0.193361012035733,0.163182338595722,0.0211421617393898,NAN,
05.06.2022 07:15:29.419,133.9165,Whitehair,Whitehair,23,Whitehair kicks agent from the back,-0.200509257050417,0.158897153544521,0.003643542005776,-0.220560182755459,0.174786868898973,0.0040078962063536,NAN,
05.06.2022 07:15:30.461,134.9583,Whitehair,Whitehair,18,Whitehair fights agent,-0.240483794197896,0.200952295867295,0.0034613649054872,-0.264532173617686,0.221047525454024,0.00380750139603592,NAN,
