06.23.2022 03:50:23.589,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
06.23.2022 03:50:23.625,4.407331,Redhead,-,41,Redhead ruffles his hair,-0.00500000007450581,0.00500000007450581,0,-0.00550000008195639,0.00550000008195639,0,NAN,
06.23.2022 03:50:25.430,6.211942,Redhead,Whitehair,22,Redhead ignores agent,-0.0198500006623566,0.00485000006631017,0,-0.0218350007285923,0.00533500007294118,0,NAN,
06.23.2022 03:50:26.452,7.234097,Redhead,Whitehair,32,Redhead declines the - offered by agent,-0.0590560012200773,0.00465600006076694,0,-0.064961601342085,0.00512160006684363,0,NAN,
06.23.2022 03:50:27.492,8.273781,Redhead,Whitehair,24,Redhead shows middle finger to agent,-0.0782843215899119,-0.00148368027443201,-0.00900000071525575,-0.0861127537489031,-0.00163204830187521,-0.00990000078678133,NAN,
06.23.2022 03:50:28.509,9.291193,Redhead,-,37,Redhead crawls into the trash,-0.142804417979847,0.0686201761509167,-0.00837000067591669,-0.157084859777832,0.0754821937660083,-0.00920700074350836,NAN,
06.23.2022 03:50:29.739,10.52045,Redhead,Whitehair,27,Redhead points finger at agent,-0.143376373838374,0.0689339744089846,-0.00828630066791029,-0.157714011222211,0.0758273718498831,-0.00911493073470132,NAN,
06.23.2022 03:50:30.765,11.54657,Redhead,-,42,Redhead paces the floor,-0.140942610048823,0.0732446347291286,-0.00820343765999644,-0.155036871053706,0.0805690982020415,-0.00902378142599608,NAN,
06.23.2022 03:50:31.790,12.57171,Redhead,Whitehair,18,Redhead fights agent,-0.183895479546382,0.119582402992672,-0.00779326577699661,-0.20228502750102,0.131540643291939,-0.00857259235469627,NAN,
06.23.2022 03:50:32.818,13.59954,Redhead,Whitehair,19,Redhead shows fist to agent,-0.199378615417607,0.130994931356385,-0.0225594683904429,-0.219316476959368,0.144094424492024,-0.0248154152294872,NAN,
06.23.2022 03:50:33.842,14.62364,Redhead,Whitehair,28,Redhead ruffles agent's hair,-0.205391043198847,0.128375032690218,-0.0361082789861084,-0.225930147518732,0.14121253595924,-0.0397191068847193,NAN,
06.23.2022 03:50:34.864,15.64591,Redhead,Whitehair,33,Redhead ignores agent's greeting,-0.237175401944517,0.127240031425301,-0.0746639484011883,-0.260892942138969,0.139964034567831,-0.0821303432413072,NAN,
