05.06.2022 01:48:15.785,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
05.06.2022 01:48:15.829,5.458879,Whitehair,-,35,Whitehair brushed his hair,0.0100000001490116,-0.00500000007450581,0,0.0110000001639128,-0.00550000008195639,0,NAN,
05.06.2022 01:48:21.372,11.00199,Whitehair,Whitehair,30,Whitehair pushes agent into the trash,-0.0606999986574054,0.0583499971829355,-0.0699999988079071,-0.0667699985231459,0.0641849969012291,-0.0769999986886978,NAN,
05.06.2022 01:48:22.394,12.0242,Whitehair,-,42,Whitehair paces the floor,-0.059092998631984,0.0627664972769171,-0.0692999988093972,-0.0650022984951824,0.0690431470046089,-0.076229998690337,NAN,
05.06.2022 01:48:26.550,16.18003,Whitehair,-,7,Whitehair walks to the -,-0.059092998631984,0.0627664972769171,-0.0692999988093972,-0.0650022984951824,0.0690431470046089,-0.076229998690337,NAN,
05.06.2022 01:48:30.897,20.52685,Whitehair,-,4,Whitehair rips the - off the hanger,-0.0655020686219575,0.0691388322798939,-0.0686069988109768,-0.0720522754841532,0.0760527155078833,-0.0754676986920744,NAN,
05.06.2022 01:48:31.917,21.54645,Whitehair,-,40,Whitehair gets out of the trash,-0.0372269651908596,0.115681890665899,-0.0651766488704279,-0.0409496617099456,0.127250079732489,-0.0716943137574707,NAN,
05.06.2022 01:48:32.938,22.56755,Whitehair,-,36,Whitehair enters the room,-0.0372269651908596,0.115681890665899,-0.0651766488704279,-0.0409496617099456,0.127250079732489,-0.0716943137574707,NAN,
05.06.2022 01:48:33.957,23.58704,Whitehair,-,39,Whitehair leaves the room,-0.0889933479059077,0.108740976950138,-0.061266049782809,-0.0978926826964985,0.119615074645152,-0.0673926547610899,NAN,
05.06.2022 01:48:34.977,24.60723,Whitehair,-,39,Whitehair leaves the room,-0.137653747534632,0.102216518073871,-0.0575900866497708,-0.151419122288095,0.112438169881258,-0.0633490953147479,NAN,
