06.23.2022 03:55:31.366,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
06.23.2022 03:55:32.336,5.39069,Redhead,Whitehair,31,Redhead takes - from agent,0.0300000011920929,0.0300000011920929,-0.0300000011920929,0.0330000013113022,0.0330000013113022,-0.0330000013113022,NAN,
06.23.2022 03:55:33.339,6.393641,Redhead,Whitehair,16,Redhead chases agent,0.00880000082850456,0.0568000010669231,-0.048800001424551,0.00968000091135502,0.0624800011736155,-0.0536800015670061,NAN,
06.23.2022 03:55:34.358,7.412218,Redhead,Whitehair,21,Redhead greets agent,0.0187120009679198,0.0572320010775924,-0.0433120013285279,0.0205832010647118,0.0629552011853516,-0.0476432014613807,NAN,
06.23.2022 03:55:35.420,8.474435,Redhead,Whitehair,23,Redhead kicks agent from the back,-0.0118493602755171,0.0705150415730852,-0.0570126418330866,-0.0130342963030688,0.0775665457303937,-0.0627139060163953,NAN,
06.23.2022 03:55:36.445,9.500051,Redhead,-,39,Redhead leaves the room,-0.0651383993459907,0.0662841389105791,-0.0535918831871727,-0.0716522392805898,0.072912552801637,-0.0589510715058899,NAN,
