02.15.2022 05:34:44.286,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
02.15.2022 05:34:49.334,Time From start31.87427,Redhead,Whitehair,33,Redhead ignores <target>'s greeting,-0.0400000005960464,0.00400000011920929,-0.0400000005960464,-0.0440000006556511,0.00440000013113022,-0.0440000006556511,NAN,
02.15.2022 05:34:50.347,Time From start32.88733,Redhead,Whitehair,16,Redhead chases <target>,-0.058400000846386,0.0318400000524521,-0.058400000846386,-0.0642400009310246,0.0350240000576973,-0.0642400009310246,NAN,
02.15.2022 05:34:51.361,Time From start33.90145,Redhead,Whitehair,28,Redhead ruffles <target>'s hair,-0.0672320009610653,0.031203200041914,-0.0712320007822514,-0.0739552010571718,0.0343235200461054,-0.0783552008604765,NAN,
02.15.2022 05:34:52.387,Time From start34.92757,Redhead,Whitehair,24,Redhead shows middle finger to <target>,-0.0862150413289237,0.0242671036756339,-0.0780950413891244,-0.0948365454618161,0.0266938140431973,-0.0859045455280368,NAN,
02.15.2022 05:34:54.422,Time From start36.96235,Redhead,Whitehair,28,Redhead ruffles <target>'s hair,-0.0657662036092808,0.0715926735002435,-0.0867064834813621,-0.0723428239702089,0.0787519408502678,-0.0953771318294983,NAN,
02.15.2022 05:34:55.448,Time From start37.98801,Redhead,Whitehair,31,Redhead takes - from <target>,-0.03379321623051,0.0994448944019839,-0.114105290065652,-0.037172537853561,0.109389383842182,-0.125515819072217,NAN,
02.15.2022 05:34:57.129,Time From start39.66961,Redhead,Whitehair,23,Redhead kicks <target> from the back,-0.062779420895403,0.111461548047423,-0.125682131823705,-0.0690573629849433,0.122607702852166,-0.138250345006075,NAN,
02.15.2022 05:34:58.150,Time From start40.69026,Redhead,Whitehair,34,Redhead greets <target> in response,-0.0521516265280825,0.109346932520538,-0.119425310412234,-0.0573667891808907,0.120281625772591,-0.131367841453457,NAN,
02.15.2022 05:34:59.179,Time From start41.71995,Redhead,Whitehair,22,Redhead ignores <target>,-0.0655870782661169,0.10606652441457,-0.115842550957501,-0.0721457860927286,0.116673176856027,-0.127426806053251,NAN,
02.15.2022 05:35:00.201,Time From start42.74192,Redhead,Whitehair,20,Redhead flees from <target>,-0.112307724352811,0.150763198193841,-0.0600504234096256,-0.123538496788092,0.165839518013226,-0.0660554657505882,NAN,
02.15.2022 05:35:01.229,Time From start43.76964,Redhead,Whitehair,34,Redhead greets <target> in response,-0.101184646943536,0.148255566159635,-0.0544499190920753,-0.11130311163789,0.163081122775599,-0.0598949110012829,NAN,
02.15.2022 05:35:02.251,Time From start44.79227,Redhead,Whitehair,28,Redhead ruffles <target>'s hair,-0.109160954123522,0.145290454792259,-0.0673609206642042,-0.120077049535874,0.159819500271485,-0.0740970127306246,NAN,
02.15.2022 05:35:04.293,Time From start46.83332,Redhead,Whitehair,28,Redhead ruffles <target>'s hair,-0.12080795786303,0.145860799246891,-0.0793535651688974,-0.132888753649333,0.16044687917158,-0.0872889216857871,NAN,
02.15.2022 05:35:06.325,Time From start48.86559,Redhead,Whitehair,28,Redhead ruffles <target>'s hair,-0.0979722088927396,0.184796404042658,-0.0878781691199744,-0.107769429782014,0.203276044446924,-0.0966659860319718,NAN,
02.15.2022 05:35:07.348,Time From start49.88849,Redhead,Whitehair,29,Redhead slaps <target> into the face,-0.125033043701258,0.200252512177921,-0.0852418239416162,-0.137536348071384,0.220277763395713,-0.0937660063357778,NAN,
02.15.2022 05:35:08.375,Time From start50.91535,Redhead,Whitehair,32,Redhead declines the - offered by <target>,-0.160031722474729,0.192242411571444,-0.0818321509331435,-0.176034894722202,0.211466652728589,-0.0900153660264578,NAN,
02.15.2022 05:35:11.499,Time From start54.03922,Redhead,-,6,Redhead takes the -,-0.160031722474729,0.192242411571444,-0.0818321509331435,-0.176034894722202,0.211466652728589,-0.0900153660264578,NAN,
02.15.2022 05:35:15.545,Time From start58.08568,Redhead,Whitehair,21,Redhead greets <target>,-0.206641205709556,0.247297587373266,-0.070342861374875,-0.227305326280512,0.272027346110593,-0.0773771475123625,NAN,
02.15.2022 05:35:16.559,Time From start59.0995,Redhead,Whitehair,22,Redhead ignores <target>,-0.21544196988798,0.239878659457267,-0.0682325754497736,-0.236986166876778,0.263866525402993,-0.0750558329947509,NAN,
02.15.2022 05:35:18.623,Time From start61.16368,Redhead,Whitehair,16,Redhead chases <target>,-0.215156048184521,0.251180677644172,-0.0848482399554642,-0.236671653002973,0.27629874540859,-0.0933330639510106,NAN,
02.15.2022 05:35:19.643,Time From start62.18325,Redhead,Whitehair,25,Redhead makes a long nose at <target>,-0.21800448774512,0.246668870770697,-0.0859997576028708,-0.239804936519633,0.271335757847767,-0.0945997333631579,NAN,
02.15.2022 05:35:20.668,Time From start63.20782,Redhead,Whitehair,34,Redhead greets <target> in response,-0.205824442686172,0.243202181996431,-0.0801397599395213,-0.22640688695479,0.267522400196075,-0.0881537359334735,NAN,
02.15.2022 05:35:21.691,Time From start64.23128,Redhead,Whitehair,29,Redhead slaps <target> into the face,-0.229649710352318,0.256906116723456,-0.0777355670458017,-0.25261468138755,0.282596728395802,-0.0855091237503818,NAN,
02.15.2022 05:35:23.730,Time From start66.27036,Redhead,Whitehair,21,Redhead greets <target>,-0.217353213065563,0.255337055547742,-0.0719582112892543,-0.239088534372119,0.280870761102516,-0.0791540324181798,NAN,
