06.13.2022 05:53:06.227,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
06.13.2022 05:53:07.408,7.383603,Whitehair,Whitehair,22,Whitehair ignores agent,-0.0150000005960464,0,0,-0.0165000006556511,0,0,NAN,
06.13.2022 05:53:08.402,8.377376,Whitehair,-,40,Whitehair gets out of the trash,0.0107499994337559,0.05,0,0.0118249993771315,0.055,0,NAN,
06.13.2022 05:53:09.425,9.400089,Whitehair,Whitehair,17,Whitehair expels agent from the room,-0.0498950029420853,0.107000002264977,-0.0600000023841858,-0.0548845032362938,0.117700002491474,-0.0660000026226044,NAN,
06.13.2022 05:53:10.462,10.43739,Whitehair,-,36,Whitehair enters the room,-0.0498950029420853,0.107000002264977,-0.0600000023841858,-0.0548845032362938,0.117700002491474,-0.0660000026226044,NAN,
06.13.2022 05:53:11.502,11.47784,Whitehair,Whitehair,29,Whitehair slaps agent into the face,-0.0783981539864361,0.12479000254631,-0.0582000022411346,-0.0862379693850797,0.137269002800941,-0.0640200024652481,NAN,
06.13.2022 05:53:12.531,12.50624,Whitehair,Whitehair,33,Whitehair ignores agent's greeting,-0.115262228376296,0.123798402489287,-0.0958720027128458,-0.126788451213926,0.136178242738215,-0.10545920298413,NAN,
06.13.2022 05:53:13.542,13.51695,Whitehair,Whitehair,20,Whitehair flees from agent,-0.159499116957481,0.167608482364822,-0.0410784025772035,-0.17544902865323,0.184369330601305,-0.0451862428349238,NAN,
06.13.2022 05:53:14.569,14.54435,Whitehair,Whitehair,21,Whitehair greets agent,-0.147904125615128,0.166932397546001,-0.0356676184708045,-0.162694538176641,0.183625637300601,-0.0392343803178849,NAN,
06.13.2022 05:53:15.600,15.57507,Whitehair,-,37,Whitehair crawls into the trash,-0.207550835806291,0.225247128724687,-0.0331708852203673,-0.228305919386921,0.247771841597155,-0.036487973742404,NAN,
06.13.2022 05:53:16.614,16.58961,Whitehair,Whitehair,17,Whitehair expels agent from the room,-0.25509778754726,0.27173230284836,-0.0911806344122455,-0.280607566301986,0.298905533133196,-0.10029869785347,NAN,
06.13.2022 05:53:17.643,17.61837,Whitehair,Whitehair,24,Whitehair shows middle finger to agent,-0.268444854093579,0.257580333111154,-0.0974452159864381,-0.295289339502937,0.283338366422269,-0.107189737585082,NAN,
06.13.2022 05:53:18.676,18.65117,Whitehair,Whitehair,32,Whitehair declines the - offered by agent,-0.297707060365877,0.247277119633178,-0.0935474072888987,-0.327477766402464,0.272004831596496,-0.102902148017789,NAN,
06.13.2022 05:53:19.703,19.67838,Whitehair,Whitehair,20,Whitehair flees from agent,-0.332821707347583,0.284913263651519,-0.0388700369244538,-0.366103878082341,0.313404590016671,-0.0427570406168991,NAN,
06.13.2022 05:53:20.756,20.73162,Whitehair,Whitehair,24,Whitehair shows middle finger to agent,-0.343837056207238,0.270365865074505,-0.0467039364856392,-0.378220761827962,0.297402451581955,-0.0513743301342031,NAN,
