05.06.2022 07:08:20.841,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
05.06.2022 07:08:22.108,7.685806,Redhead,Whitehair,33,Redhead ignores agent's greeting,-0.0400000005960464,0.00400000011920929,-0.0400000005960464,-0.0440000006556511,0.00440000013113022,-0.0440000006556511,NAN,
05.06.2022 07:08:23.137,8.714552,Redhead,Whitehair,33,Redhead ignores agent's greeting,-0.0784000011444092,0.00784000023126602,-0.0784000011444092,-0.0862400012588501,0.00862400025439263,-0.0862400012588501,NAN,
