05.06.2022 07:12:29.770,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
05.06.2022 07:12:30.825,6.688627,Redhead,Whitehair,16,Redhead chases agent,-0.0200000002980232,0.0279999999403954,-0.0200000002980232,-0.0220000003278256,0.0307999999344349,-0.0220000003278256,NAN,
05.06.2022 07:12:31.854,7.716722,Redhead,Whitehair,33,Redhead ignores agent's greeting,-0.0592000008702278,0.0308800000452995,-0.0592000008702278,-0.0651200009572506,0.0339680000498295,-0.0651200009572506,NAN,
05.06.2022 07:12:32.879,8.741984,Redhead,-,37,Redhead crawls into the trash,-0.125055999687791,0.0987183988868475,-0.0550560008798838,-0.13756159965657,0.108590238775532,-0.0605616009678722,NAN,
05.06.2022 07:12:33.912,9.774741,Redhead,Whitehair,23,Redhead kicks agent from the back,-0.151304320740172,0.110756847398607,-0.0684043213839018,-0.166434752814189,0.121832532138468,-0.075244753522292,NAN,
05.06.2022 07:12:34.937,10.80061,Redhead,Whitehair,32,Redhead declines the - offered by agent,-0.185252148416427,0.106326573436647,-0.0656681484877736,-0.20377736325807,0.116959230780311,-0.072234963336551,NAN,
05.06.2022 07:12:35.969,11.83241,Redhead,-,36,Redhead enters the room,-0.185252148416427,0.106326573436647,-0.0656681484877736,-0.20377736325807,0.116959230780311,-0.072234963336551,NAN,
05.06.2022 07:12:42.586,18.44961,Redhead,Whitehair,16,Redhead chases agent,-0.197842062667374,0.1300735103762,-0.0830414228071446,-0.217626268934112,0.14308086141382,-0.0913455650878591,NAN,
05.06.2022 07:12:43.610,19.47312,Redhead,Whitehair,19,Redhead shows fist to agent,-0.212906801028344,0.141171305505901,-0.0955501806199836,-0.234197481131178,0.155288436056491,-0.105105198681982,NAN,
05.06.2022 07:12:44.659,20.52215,Redhead,-,42,Redhead paces the floor,-0.209777732956533,0.144759592504312,-0.0945946787995457,-0.230755506252186,0.159235551754743,-0.1040541466795,NAN,
05.06.2022 07:12:45.707,21.56987,Redhead,Whitehair,26,Redhead pats agent on a shoulder,-0.206679955565906,0.138311996483192,-0.0956487320570592,-0.227347951122496,0.152143196131511,-0.105213605262765,NAN,
05.06.2022 07:12:46.744,22.60721,Redhead,Whitehair,33,Redhead ignores agent's greeting,-0.238412757816125,0.136779516660633,-0.131822783313812,-0.262254033597737,0.150457468326697,-0.145005061645193,NAN,
