05.04.2022 05:49:41.238,Time From start,Action author,Action target,Action number,Message,First clown Appraisals Valence,First clown Appraisals Arousal,First clown Appraisals Dominance,First clown Feelings Valence,First clown Feelings Arousal,First clown Feelings Dominance,
05.04.2022 05:49:42.479,5.693425,Redhead,-,4,Redhead rips the - off the hanger,-0.00699999998509884,0.00699999998509884,0,-0.00769999998360872,0.00769999998360872,0,NAN,
05.04.2022 05:49:43.503,6.716712,Redhead,Whitehair,16,Redhead chases agent,-0.0267200002795458,0.0347199999219179,-0.0200000002980232,-0.0293920003075004,0.0381919999141097,-0.0220000003278256,NAN,
05.04.2022 05:49:48.165,11.37887,Redhead,-,7,Redhead walks to the -,-0.0267200002795458,0.0347199999219179,-0.0200000002980232,-0.0293920003075004,0.0381919999141097,-0.0220000003278256,NAN,
05.04.2022 05:49:49.205,12.41877,Redhead,Whitehair,21,Redhead greets agent,-0.0164528001237571,0.0353727999473274,-0.014800000217557,-0.0180980801361328,0.0389100799420601,-0.0162800002393127,NAN,
05.04.2022 05:49:50.233,13.44671,Redhead,Whitehair,34,Redhead greets agent in response,-0.00628827197105628,0.0340190719127808,-0.00965200013867021,-0.00691709916816191,0.0374209791040589,-0.0106172001525372,NAN,
05.04.2022 05:49:51.269,14.48302,Redhead,Whitehair,18,Redhead fights agent,-0.0559738583725035,0.0823181183171418,-0.0091694001317367,-0.0615712442097538,0.090549930148856,-0.0100863401449104,NAN,
05.04.2022 05:49:52.298,15.51266,Redhead,Whitehair,32,Redhead declines the - offered by agent,-0.0937349046002868,0.0790253935353907,-0.00880262412100184,-0.103108395060315,0.0869279328889298,-0.00968288653310203,NAN,
05.04.2022 05:49:53.330,16.54404,Redhead,Whitehair,18,Redhead fights agent,-0.139048159370272,0.125074123858621,-0.00836249291495175,-0.1529529753073,0.137581536244483,-0.00919874220644692,NAN,
05.04.2022 05:49:54.358,17.57189,Redhead,Whitehair,23,Redhead kicks agent from the back,-0.164876715615499,0.136321900589809,-0.0231116187135808,-0.181364387177049,0.14995409064879,-0.0254227805849389,NAN,
05.04.2022 05:49:55.379,18.59345,Redhead,Whitehair,34,Redhead greets agent in response,-0.153227948285764,0.133958681533795,-0.0178805024484953,-0.16855074311434,0.147354549687175,-0.0196685526933448,NAN,
05.04.2022 05:49:56.418,19.6317,Redhead,Whitehair,18,Redhead fights agent,-0.195566550871475,0.177260747457105,-0.0169864773260705,-0.215123205958623,0.194986822202816,-0.0186851250586776,NAN,
05.04.2022 05:49:57.471,20.68518,Redhead,-,42,Redhead paces the floor,-0.192610885303817,0.180488140030626,-0.0168166125502786,-0.211871973834198,0.198536954033689,-0.0184982738053065,NAN,
05.04.2022 05:49:58.496,21.70998,Redhead,-,36,Redhead enters the room,-0.192610885303817,0.180488140030626,-0.0168166125502786,-0.211871973834198,0.198536954033689,-0.0184982738053065,NAN,
05.04.2022 05:49:59.512,22.72633,Redhead,-,40,Redhead gets out of the trash,-0.157980341038626,0.221463733029095,-0.0159757819227647,-0.173778375142488,0.243610106332004,-0.0175733601150412,NAN,
05.04.2022 05:50:02.397,25.61145,Redhead,Whitehair,34,Redhead greets agent in response,-0.146400537455687,0.218249095636001,-0.0108160240266507,-0.161040591201256,0.240074005199601,-0.0118976264293157,NAN,
05.04.2022 05:50:03.433,26.64686,Redhead,Whitehair,32,Redhead declines the - offered by agent,-0.180544516466245,0.209519131680474,-0.0103833830591378,-0.198598968112869,0.230471044848522,-0.0114217213650516,NAN,
05.04.2022 05:50:04.452,27.66654,Redhead,-,40,Redhead gets out of the trash,-0.146517290642932,0.24904317509645,-0.00986421390618089,-0.161169019707226,0.273947492606096,-0.010850635296799,NAN,
05.04.2022 05:50:05.484,28.69772,Redhead,-,41,Redhead ruffles his hair,-0.150052117789176,0.251552743382881,-0.00976557176564919,-0.165057329568094,0.27670801772117,-0.0107421289422141,NAN,
05.04.2022 05:50:06.512,29.72617,Redhead,Whitehair,34,Redhead greets agent in response,-0.138551596439913,0.248037215881766,-0.00466791597203171,-0.152406756083904,0.272840937469943,-0.00513470756923488,NAN,
05.04.2022 05:50:07.544,30.7581,Redhead,-,40,Redhead gets out of the trash,-0.106624016617917,0.285635355087678,-0.00443452017343013,-0.117286418279709,0.314198890596446,-0.00487797219077314,NAN,
05.04.2022 05:50:08.557,31.77073,Redhead,-,40,Redhead gets out of the trash,-0.0762928157870216,0.321353587333294,-0.00421279416475862,-0.0839220973657237,0.353488946066623,-0.00463407358123448,NAN,
05.04.2022 05:50:09.573,32.78668,Redhead,-,35,Redhead brushed his hair,-0.0655298874687712,0.31314005133757,-0.00417066622248328,-0.0720828762156484,0.344454056471327,-0.00458773284473161,NAN,
05.04.2022 05:50:10.597,33.81091,Redhead,-,39,Redhead leaves the room,-0.115598094779665,0.294351647510731,-0.00392042623919064,-0.127157904257632,0.323786812261805,-0.0043124688631097,NAN,
05.04.2022 05:50:15.335,38.54926,Redhead,Whitehair,21,Redhead greets agent,-0.104442113665631,0.292408131021565,0.00111877809829126,-0.114886325032195,0.321648944123721,0.00123065590812039,NAN,
05.04.2022 05:50:17.004,40.21859,Redhead,Whitehair,21,Redhead greets agent,-0.0933976923644005,0.290484049697579,0.00610759039164744,-0.102737461600841,0.319532454667337,0.00671834943081219,NAN,
05.04.2022 05:50:20.453,43.66773,Redhead,Whitehair,26,Redhead pats agent on a shoulder,-0.0914637153970368,0.282579209082812,0.00404651442721622,-0.10061008693674,0.310837129991093,0.00445116586993785,NAN,
05.04.2022 05:50:21.484,44.69845,Redhead,-,40,Redhead gets out of the trash,-0.061890529627185,0.318450248628671,0.00384418870585541,-0.0680795825899035,0.350295273491539,0.00422860757644095,NAN,
05.04.2022 05:50:22.519,45.7327,Redhead,-,39,Redhead leaves the room,-0.112177098417251,0.299343232951707,0.00361353737433883,-0.123394808258976,0.329277556246877,0.00397489111177271,NAN,
05.04.2022 05:50:25.380,48.59458,Redhead,Whitehair,33,Redhead ignores agent's greeting,-0.147690015009745,0.291369503574425,-0.036531004718835,-0.162459016510719,0.320506453931868,-0.0401841051907185,NAN,
05.04.2022 05:50:26.405,49.61943,Redhead,Whitehair,23,Redhead kicks agent from the back,-0.173259315575485,0.297628418715899,-0.0504350751297681,-0.190585247133034,0.327391260587489,-0.0554785826427449,NAN,
05.04.2022 05:50:27.604,50.81806,Redhead,Whitehair,24,Redhead shows middle finger to agent,-0.189061536378516,0.282699565471796,-0.0579220235310075,-0.207967690016368,0.310969522018976,-0.0637142258841082,NAN,
